self_id,id1,id2,id3,id4,id5,id6,id7,id8
15204,7348,1123,40153,11757,21822,1504,176,966
15244,24905,7463,60511,17538,5441,20470,34146,4073
15280,7348,11757,1504,21822,33644,1123,966,40153
15291,1550,4073,1122,429,5411,20478,25414,2106
15292,5441,34146,10784,20478,1550,4073,28350,33624
15339,1504,7463,24905,60511,3606,17538,20470,7348
15369,5441,43312,4073,34146,1550,36862,20470,20575
15401,35036,29687,19960,55900,58053,47695,24905,47659
15474,429,4073,436,5411,2106,20478,1550,1525
15550,20470,34146,17538,8422,24905,2599,5441,20478
15578,24905,7463,17538,20470,3606,20169,34146,60511
15654,20575,429,17538,34146,20478,43312,5441,20470
15660,5441,4073,20478,1550,34146,429,17538,20470
15797,727,1324,7675,1018,7463,34146,5441,17538
15894,60511,7463,24905,3606,1504,3939,17538,20470
16073,24905,7463,17538,60511,20470,1504,34146,5441
16074,16115,5441,56887,34146,17538,20478,4073,20470
16079,33644,20539,11757,21822,966,7348,57110,1504
16083,4904,7463,4073,5441,3824,24905,20470,1622
16115,16074,7348,21688,21822,33644,11757,1504,20539
16122,429,436,27586,1525,2106,3824,4073,1550
16417,7463,3939,7324,20893,24905,3606,60511,1622
16491,5441,1550,4073,4904,429,20478,1622,34146
16638,48911,1504,21822,33644,7348,20539,11757,7463
16692,5441,4073,10784,1550,20470,34146,20478,17538
16693,1504,7348,20539,33644,21822,60511,966,1123
16695,11757,33644,20539,966,21822,7348,57110,19960
16818,4073,1550,25414,4904,3824,41778,20478,25656
16892,1550,1622,4073,5441,17538,20470,3824,20478
16893,36862,429,7672,5411,4073,2106,24059,1550
16894,19895,16892,5617,16893,19898,8590,1622,27597
17010,7463,24905,962,4904,17538,20470,3824,1622
17059,436,429,24059,1525,3824,2106,29145,1554
17070,16115,16074,7348,21688,21822,11757,33644,1504
17072,4073,429,34146,1550,20478,4904,25414,20470
17094,11757,21822,966,7348,33644,20539,1504,57110
17124,429,3824,5411,4073,2106,1550,34146,4904
17160,4073,1550,5441,20478,429,4904,3824,34146
17162,4920,1504,21822,33644,7348,7463,20539,3606
17183,16074,16115,56887,49391,21688,5441,20478,34146
17285,21822,33644,966,7348,11757,20539,57110,1504
17499,11757,966,21822,33644,7348,20539,57110,178
17525,1622,4073,20478,25656,1550,4904,25414,20470
17536,5972,9906,24905,7463,34146,20470,17538,36270
17537,48911,16638,21822,33644,1504,11757,20539,7348
17538,34146,20470,5441,20478,37518,60511,10784,24905
17557,29145,429,4073,5411,20478,436,34146,2106
17566,11757,21822,966,35378,7348,19960,33644,20539
17610,7463,24905,60511,3824,1622,4904,1504,3939
17655,52159,9906,54134,58940,4073,429,4904,36270
17737,5441,10784,20478,4073,33624,34146,28350,1599
18091,4073,1550,4904,3824,1122,25414,7463,1622
18203,4904,1622,3824,4073,5441,1550,20478,7463
18279,436,429,5411,4073,10784,512,25414,3824
18293,7463,3939,24905,4904,1622,60511,3606,1504
18294,7463,4904,4073,1622,5441,3606,1550,3939
18310,966,21822,33644,20539,7348,11757,1504,57110
18313,429,5411,2106,4073,3824,1525,1550,4904
18327,5441,10784,34146,4073,20470,20478,28350,33624
18382,7324,4904,24905,7463,1622,3939,3824,429
18448,18450,18449,1622,25382,7463,4904,1550,5441
18449,7348,18450,1123,1504,176,40153,18448,11757
18450,18448,18449,966,21822,20539,33644,7348,57110
18533,1622,4904,4073,3824,5441,1550,20470,34146
18573,429,7463,3939,60511,3606,4904,4920,7348
18604,7463,3606,1504,60511,24905,3939,17538,1622
18713,5441,1550,429,4073,5411,2106,10784,1622
18879,48911,16638,53468,21800,23474,7463,24905,17538
18898,429,2106,3824,4904,1550,4073,5441,34146
18903,7463,1504,3606,3939,60511,24905,7348,21822
18968,429,5411,2106,4073,436,1550,1525,4904
19046,4904,3824,429,4073,1622,34146,1550,5441
19047,7463,4904,24905,5441,1622,36670,17538,16074
19099,429,4073,5411,2106,1550,5916,4904,20478
19123,5411,429,4073,2106,1550,4904,20478,3824
19139,429,7463,4904,2106,4073,5411,34146,3824
19141,4073,5441,1550,4904,3824,17538,10784,1122
19142,5441,28350,10784,33624,960,5487,1550,1599
19143,4073,436,25414,1550,5411,1525,3824,2106
19149,21822,33644,7348,1504,966,11757,57110,20539
19201,429,2106,4073,5411,1550,436,4904,3824
19260,7463,1504,7348,33644,21822,3939,3606,20539
19261,5411,429,4073,1550,436,20478,3824,5441
19274,5411,429,4073,20478,4904,5441,1550,2106
19309,429,2106,5411,4073,20478,5441,4904,1550
19337,429,4073,5411,2106,5441,34146,20478,1550
19459,4904,1622,7463,1550,5441,17538,20470,37518
19551,4073,25414,1550,20478,34146,5441,1525,429
19558,4073,34146,20478,5441,429,36862,20470,5411
19562,429,436,3824,17538,24905,4904,7463,4073
19674,7463,1622,25382,429,4073,4904,3824,24905
19869,7463,17538,24905,20470,35036,1504,60511,21822
19871,1622,7463,17538,5441,20478,60511,4073,37518
19895,16894,16893,16892,5617,19898,436,11642,429
19898,9906,36270,2106,1622,429,4073,34146,436
19960,29687,35036,47695,11757,47658,58053,21822,33644
20017,1504,7463,21822,33644,20539,3606,60511,7348
20021,25852,23474,13152,2740,5972,48911,24905,7463
20022,4904,4073,3824,1550,20470,429,20478,7463
20038,24059,54731,1324,29145,727,1018,7675,7463
20112,46386,43312,24905,20575,1621,3824,4014,17538
20169,24905,7463,17538,20470,15578,34146,1504,429
20199,436,5441,34146,1550,4073,20478,10784,20470
20202,7463,1622,3939,429,3824,24905,4073,4904
20204,21822,11757,33644,966,20539,57110,7348,19960
20243,21822,33644,1504,7348,57110,966,3606,60511
20310,4073,20478,34146,5441,1550,429,4904,20470
20367,17538,39886,37518,25382,5441,20470,36670,34146
20379,20470,5441,17538,34146,37518,33624,10784,960
20417,20470,34146,5441,17538,37518,20478,10784,4073
20447,16074,4073,429,20478,34146,1550,5411,5441
20470,34146,17538,5441,37518,20478,10784,4073,1550
20478,34146,5441,4073,17538,10784,20470,1550,28350
20504,24059,20575,43312,4014,36862,1621,20470,24905
20505,1121,436,429,7463,4904,3824,1622,4073
20539,33644,21822,11757,7348,966,57110,1504,60511
20560,7348,11757,1123,1504,21822,40153,176,33644
20575,43312,4014,1621,36862,48519,507,4073,429
20584,25382,1622,5441,429,7463,1550,36670,16074
20757,33644,21822,7348,20539,966,57110,11757,1504
20758,436,3824,429,4904,1550,20470,17538,4073
20817,436,429,2106,1525,5411,4073,29145,3824
20818,21822,33644,11757,7348,966,57110,20539,1504
20859,7463,2106,24905,1622,429,25382,3824,20470
20860,11757,21822,7348,33644,19960,1123,20539,57110
20891,429,1525,4073,2106,3824,436,1550,1554
20893,7463,3939,7324,1504,60511,3606,24905,1622
20901,962,7463,4904,1550,4073,3824,47694,5441
20962,1504,7348,21822,33644,7463,20539,11757,3606
20986,2106,429,1554,1525,21556,1542,5411,436
21034,17538,7463,20470,60511,24905,34146,5441,1504
21110,7348,966,33644,21822,20539,1504,11757,57110
21191,1622,5441,4904,1550,4073,17538,20470,37518
21217,7348,21822,33644,11757,3939,1504,966,20539
21246,7348,54134,1504,1123,21822,40153,176,7463
21436,19960,29687,47695,21822,33644,35036,58053,11757
21483,17538,5441,7463,20470,34146,60511,37518,36670
21521,1504,7348,21822,33644,7463,3606,60511,966
21556,429,5411,2106,4073,1525,1550,3824,436
21607,3606,7463,1504,60511,24905,21822,20470,20539
21652,436,27589,429,27588,3824,4073,1525,27586
21688,16115,16074,7348,1504,21822,33644,1123,20539
21694,33644,21822,1504,7348,20539,966,11757,3606
21704,727,1324,54731,1018,7675,29145,51483,58046
21751,16074,16115,56887,9906,429,2106,21688,49391
21753,11757,21822,33644,16079,20539,966,19960,7348
21762,4073,1550,20478,4904,25414,34146,3824,5441
21772,4073,25414,17538,4904,1550,5441,20470,960
21800,48911,53468,16638,24905,7463,25852,23474,35036
21822,33644,11757,7348,20539,57110,966,1504,19960
21824,5441,17538,34146,4073,20478,37518,20470,60511
22169,429,1550,4073,2106,25414,5411,4904,34146
22174,7348,1123,1504,40153,176,11757,33644,21822
22213,7463,7324,20893,3939,1622,24905,3824,4073
22272,34146,20470,5441,37518,17538,10784,20478,4073
22450,7463,962,24905,3824,1622,4904,3939,17538
22464,436,429,3824,4073,1550,4904,7463,1525
22590,429,2106,436,4073,1525,1550,5411,3824
22591,7463,60511,1504,3606,7348,1622,24905,3939
22604,429,34146,20470,17538,24905,4904,4073,3824
22608,7463,429,24905,3824,17538,4073,4904,436
22609,4904,1554,1542,3824,1525,20470,7463,429
22615,2106,429,23282,19274,25382,4073,29145,1550
22616,429,3824,17538,4904,436,34146,7463,20470
22622,17538,60511,7463,20470,5441,24905,34146,37518
22658,23474,25852,7463,48911,24905,17538,5441,429
22697,17538,20470,3824,4073,7463,4904,24905,20478
22808,38233,436,429,20478,5411,34146,4073,4904
22817,429,2106,1525,4073,5411,29145,20478,436
22907,429,4073,5411,2106,1550,436,3824,4904
22958,7463,3939,24905,4904,1622,3606,3824,1504
22960,727,1324,7675,1018,54731,29145,51483,21704
22962,21822,7348,966,33644,20539,11757,1504,57110
22966,1504,7463,21822,33644,3606,60511,966,3939
22968,48911,16638,53468,24905,7463,436,21800,17538
23013,5441,10784,28350,33624,34146,960,17538,5487
23014,5441,10784,17538,33624,28350,960,20470,34146
23015,11757,7348,21822,33644,966,57110,20539,1123
23118,7463,429,3606,4073,60511,1504,17538,3824
23282,4904,4073,429,1550,5441,3824,20478,34146
23290,20470,5441,34146,4073,10784,17538,20478,1550
23315,20470,17538,24905,7463,429,34146,9906,4904
23327,4073,5441,5411,20478,1550,429,34146,23329
23328,5441,4904,1550,4073,34146,20470,1622,3824
23329,23327,4904,5441,34146,4073,1550,20470,7463
23406,4073,429,20478,1550,34146,3824,5441,20470
23474,25852,2740,48911,5972,7463,24905,17538,20470
23563,7463,60511,21822,7348,24905,20539,1504,33644
23568,11757,21822,966,33644,7348,20539,57110,21753
23599,4904,3824,1550,1622,5441,429,4073,7463
23616,7463,24905,60511,3606,1504,3939,1622,7324
23660,33445,4904,1622,29145,1550,4073,5441,54731
23668,43312,36862,1621,1018,20575,4014,4904,34146
23669,429,2106,5411,20478,4073,34146,1550,5441
23729,36862,24059,43312,20575,1621,7672,1018,429
23795,30776,6329,5441,30704,34146,429,4073,20478
23904,727,1324,54731,1018,7675,29145,7463,21704
23913,966,21822,33644,20539,7348,30776,57110,178
24057,11757,21822,19960,7348,33644,966,20539,35378
24059,429,4073,34146,20478,36862,1550,20470,3824
24082,1504,7348,7463,3939,20539,60511,1123,33644
24185,35036,29687,19960,55900,58053,47695,54827,24905
24233,429,1525,1554,20470,7463,24905,3824,17538
24244,4904,3824,17538,20470,5441,429,1550,34146
24443,36862,7672,3824,24059,30372,436,4904,4073
24444,1622,4904,1550,3824,4073,25414,5441,1122
24473,7348,1504,60511,7463,21822,1123,48911,33644
24722,7463,24905,3606,60511,1622,3939,17538,4904
24905,7463,35036,60511,17538,55900,20470,1504,54827
24989,5441,960,17538,20470,34146,10784,7463,28350
25049,7463,4904,1622,4073,1550,24905,3824,3939
25101,436,429,4073,2106,1550,3824,4904,7463
25103,7463,3939,1504,20893,7324,7348,21822,60511
25153,429,4073,5411,34146,20478,5441,20470,3824
25181,7463,24905,1504,60511,20470,3606,17538,3939
25196,798,47695,24905,7463,35649,20470,17538,25884
25214,9906,20470,34146,429,5441,4073,17538,52211
25250,4073,5441,34146,20478,1550,10784,17538,20470
25251,4904,1550,4073,3824,1622,5441,20478,20470
25252,20470,5441,34146,17538,10784,28350,37518,33624
25382,1622,1550,4073,5441,429,7463,4904,20470
25386,19960,29687,47695,35036,7348,11757,21822,33644
25405,34146,4073,20478,5441,429,1550,4904,17538
25414,4073,1550,20478,5441,34146,10784,20470,4904
25422,58027,4073,429,34146,7693,4904,20478,436
25466,47695,19960,1504,7348,35649,29687,21822,35036
25468,1504,7463,7348,3606,60511,7675,3939,1123
25520,429,436,2106,4073,3824,17538,1525,34146
25656,4073,1550,5441,20478,34146,25414,4904,20470
25812,436,429,5411,4073,20478,34146,1550,3824
25852,23474,2740,5972,48911,7463,24905,17538,60511
25884,17538,20470,24905,7463,429,34146,1554,3824
